"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"20.08.2013","1.373,10","1.355,00","1.377,00","1.355,00","0,12K","0,51%"
"19.08.2013","1.366,20","1.379,00","1.384,40","1.363,90","0,14K","-0,40%"
"16.08.2013","1.371,70","1.366,80","1.378,90","1.361,00","0,18K","0,74%"
"15.08.2013","1.361,60","1.340,10","1.369,60","1.319,90","0,24K","2,07%"
"14.08.2013","1.334,00","1.317,70","1.336,30","1.317,70","0,33K","0,97%"
"13.08.2013","1.321,20","1.331,90","1.339,10","1.320,20","0,21K","-1,01%"
"12.08.2013","1.334,70","1.317,20","1.342,40","1.317,20","0,31K","1,66%"
"09.08.2013","1.312,90","1.315,10","1.315,80","1.306,70","0,45K","0,17%"
"08.08.2013","1.310,70","1.283,90","1.312,80","1.283,70","0,48K","1,91%"
"07.08.2013","1.286,10","1.282,50","1.288,40","1.274,00","0,99K","0,23%"
"06.08.2013","1.283,20","1.303,00","1.305,90","1.279,30","1,31K","-1,49%"
"05.08.2013","1.302,60","1.311,20","1.318,30","1.297,50","0,90K","-0,61%"
"02.08.2013","1.310,60","1.306,70","1.317,60","1.283,00","1,45K","-0,03%"
"01.08.2013","1.311,00","1.323,00","1.328,50","1.306,90","1,56K","-0,11%"
"31.07.2013","1.312,40","1.325,50","1.338,40","1.304,90","6,25K","-0,88%"
"30.07.2013","1.324,00","1.327,20","1.329,60","1.316,20","44,77K","-0,33%"
"29.07.2013","1.328,40","1.328,40","1.328,40","1.328,40","0,00K","0,51%"
"26.07.2013","1.321,70","1.326,50","1.326,50","1.322,40","0,07K","-0,55%"
"25.07.2013","1.329,00","1.318,50","1.336,80","1.318,50","0,06K","0,70%"
"24.07.2013","1.319,70","1.342,20","1.345,10","1.318,60","0,04K","-1,15%"
"23.07.2013","1.335,10","1.334,80","1.342,30","1.327,90","0,01K","-0,10%"
"22.07.2013","1.336,40","1.317,00","1.332,20","1.317,00","0,02K","3,33%"
"19.07.2013","1.293,30","1.291,70","1.292,20","1.290,00","0,01K","0,68%"
"18.07.2013","1.284,60","1.275,30","1.286,40","1.275,20","0,03K","0,52%"
"17.07.2013","1.277,90","1.286,20","1.300,00","1.272,90","0,01K","-1,00%"
"16.07.2013","1.290,80","1.279,40","1.291,40","1.279,40","0,01K","0,55%"
"15.07.2013","1.283,80","1.292,10","1.292,40","1.281,60","0,02K","0,47%"
"12.07.2013","1.277,80","1.282,30","1.282,30","1.273,30","0,01K","-0,18%"
"11.07.2013","1.280,10","1.284,60","1.285,00","1.278,90","0,02K","2,62%"
"10.07.2013","1.247,40","1.244,60","1.263,90","1.244,60","0,06K","0,12%"
"09.07.2013","1.245,90","1.234,70","1.254,50","1.234,40","0,03K","0,89%"
"08.07.2013","1.234,90","1.218,80","1.235,20","1.215,40","0,06K","1,81%"
"05.07.2013","1.212,90","1.252,70","1.254,10","1.208,90","0,07K","-2,74%"
"04.07.2013","1.247,05","1.254,55","1.256,15","1.244,45","-","-0,40%"
"03.07.2013","1.252,10","1.243,80","1.258,20","1.240,30","0,02K","0,68%"
"02.07.2013","1.243,60","1.254,10","1.266,30","1.241,20","0,11K","-0,98%"
"01.07.2013","1.255,90","1.234,70","1.261,00","1.234,20","0,15K","2,62%"
"28.06.2013","1.223,80","1.200,90","1.232,30","1.183,20","0,23K","1,02%"
"27.06.2013","1.211,40","1.224,70","1.241,60","1.198,30","0,53K","-1,48%"
"26.06.2013","1.229,60","1.273,90","1.273,90","1.228,80","0,37K","-3,55%"
"25.06.2013","1.274,80","1.281,30","1.286,00","1.273,20","0,95K","-0,16%"
"24.06.2013","1.276,80","1.297,30","1.297,30","1.275,70","0,32K","-1,15%"
"21.06.2013","1.291,60","1.280,40","1.300,00","1.268,90","0,46K","0,44%"
"20.06.2013","1.285,90","1.348,10","1.348,10","1.275,40","0,71K","-6,38%"
"19.06.2013","1.373,60","1.368,10","1.372,70","1.348,10","0,20K","0,51%"
"18.06.2013","1.366,60","1.383,10","1.383,50","1.363,00","0,35K","-1,17%"
"17.06.2013","1.382,80","1.390,30","1.390,50","1.380,00","0,11K","-0,32%"
"14.06.2013","1.387,30","1.383,90","1.389,60","1.377,80","0,09K","0,70%"
"13.06.2013","1.377,60","1.386,80","1.390,90","1.373,40","0,46K","-1,02%"
"12.06.2013","1.391,80","1.375,00","1.393,50","1.373,70","0,51K","1,07%"
"11.06.2013","1.377,00","1.384,20","1.384,40","1.366,00","0,48K","-0,66%"
"10.06.2013","1.386,20","1.378,80","1.386,90","1.375,60","0,37K","0,23%"
"07.06.2013","1.383,00","1.411,50","1.416,40","1.377,90","1,16K","-2,31%"
"06.06.2013","1.415,70","1.401,70","1.422,70","1.391,60","0,78K","1,24%"
"05.06.2013","1.398,40","1.397,50","1.410,00","1.395,60","1,69K","0,09%"
"04.06.2013","1.397,10","1.410,90","1.414,10","1.389,00","0,93K","-1,03%"
"03.06.2013","1.411,70","1.389,10","1.416,30","1.388,30","1,42K","1,37%"
"31.05.2013","1.392,60","1.412,40","1.421,10","1.384,20","6,00K","-1,34%"
"30.05.2013","1.411,50","1.392,10","1.417,50","1.388,30","45,13K","1,45%"
"29.05.2013","1.391,30","1.391,30","1.391,30","1.391,30","0,00K","0,88%"
"28.05.2013","1.379,10","1.380,80","1.392,50","1.379,80","0,06K","-1,21%"
"27.05.2013","1.395,95","1.385,95","1.396,15","1.384,15","-","0,66%"
"24.05.2013","1.386,80","1.386,80","1.386,80","1.386,80","0,00K","-0,37%"
"23.05.2013","1.392,00","1.380,60","1.394,80","1.377,80","0,06K","1,78%"
"22.05.2013","1.367,60","1.387,20","1.395,70","1.364,50","0,01K","-0,74%"
"21.05.2013","1.377,80","1.386,50","1.392,30","1.358,50","0,05K","-0,47%"
"20.05.2013","1.384,30","1.342,90","1.391,90","1.342,90","0,02K","1,42%"
"17.05.2013","1.364,90","1.386,70","1.391,10","1.359,10","0,05K","-1,60%"
"16.05.2013","1.387,10","1.390,40","1.395,10","1.370,60","0,04K","-0,67%"
"15.05.2013","1.396,50","1.425,70","1.425,70","1.390,10","0,36K","-1,98%"
"14.05.2013","1.424,70","1.430,10","1.444,40","1.422,00","0,07K","-0,68%"
"13.05.2013","1.434,50","1.440,00","1.440,60","1.427,80","0,34K","-0,16%"
"10.05.2013","1.436,80","1.455,60","1.459,30","1.423,00","0,57K","-2,18%"
"09.05.2013","1.468,80","1.471,20","1.473,40","1.453,00","0,03K","-0,35%"
"08.05.2013","1.473,90","1.455,50","1.474,70","1.450,70","0,08K","1,72%"
"07.05.2013","1.449,00","1.462,00","1.466,20","1.441,20","0,09K","-1,30%"
"06.05.2013","1.468,10","1.468,10","1.477,20","1.466,80","0,03K","0,26%"
"03.05.2013","1.464,30","1.465,50","1.487,10","1.461,40","0,07K","-0,23%"
"02.05.2013","1.467,70","1.459,00","1.471,20","1.453,50","0,24K","1,48%"
"01.05.2013","1.446,30","1.475,80","1.477,10","1.440,00","0,13K","-1,76%"
"30.04.2013","1.472,20","1.471,10","1.476,60","1.461,00","0,53K","0,33%"
"29.04.2013","1.467,40","1.462,70","1.475,50","1.462,30","0,27K","0,95%"
"26.04.2013","1.453,60","1.467,40","1.480,00","1.451,40","0,63K","-0,56%"
"25.04.2013","1.461,80","1.433,00","1.458,30","1.433,00","0,22K","2,70%"
"24.04.2013","1.423,40","1.423,20","1.430,10","1.420,40","0,14K","1,05%"
"23.04.2013","1.408,60","1.429,50","1.429,50","1.405,80","0,33K","-0,87%"
"22.04.2013","1.421,00","1.406,80","1.434,90","1.406,80","0,07K","1,84%"
"19.04.2013","1.395,30","1.419,30","1.420,30","1.395,10","0,24K","0,24%"
"18.04.2013","1.392,00","1.347,50","1.396,40","1.347,50","0,06K","0,71%"
"17.04.2013","1.382,20","1.373,20","1.394,20","1.370,20","0,09K","-0,33%"
"16.04.2013","1.386,80","1.358,00","1.401,00","1.323,00","0,62K","1,93%"
"15.04.2013","1.360,60","1.478,20","1.487,40","1.338,00","1,31K","-9,35%"
"12.04.2013","1.501,00","1.560,80","1.560,80","1.480,20","0,88K","-4,05%"
"11.04.2013","1.564,30","1.557,10","1.566,70","1.554,80","1,07K","0,39%"
"10.04.2013","1.558,30","1.584,40","1.586,00","1.557,00","0,36K","-1,76%"
"09.04.2013","1.586,20","1.571,60","1.589,30","1.570,00","0,22K","0,90%"
"08.04.2013","1.572,00","1.575,80","1.580,60","1.567,60","0,10K","-0,22%"
"05.04.2013","1.575,40","1.553,20","1.580,60","1.550,10","1,18K","1,52%"
"04.04.2013","1.551,80","1.557,30","1.557,30","1.539,10","0,83K","-0,06%"
"03.04.2013","1.552,80","1.575,70","1.576,40","1.549,20","2,17K","-1,42%"
"02.04.2013","1.575,10","1.599,20","1.602,60","1.574,10","2,29K","-1,56%"
"01.04.2013","1.600,00","1.596,80","1.600,50","1.594,80","0,69K","0,33%"
"28.03.2013","1.594,80","1.604,70","1.606,60","1.593,60","4,72K","-0,71%"
"27.03.2013","1.606,20","1.598,50","1.608,10","1.590,30","50,45K","0,65%"
"26.03.2013","1.595,80","1.595,80","1.595,80","1.595,80","0,01K","-0,55%"
"25.03.2013","1.604,60","1.607,10","1.607,80","1.596,10","0,03K","-0,10%"
"22.03.2013","1.606,20","1.611,00","1.611,00","1.604,10","0,10K","-0,47%"
"21.03.2013","1.613,80","1.612,80","1.613,00","1.611,90","0,01K","0,39%"
"20.03.2013","1.607,50","1.610,00","1.613,00","1.606,20","0,01K","-0,24%"
"19.03.2013","1.611,30","1.613,10","1.613,10","1.613,00","0,20K","0,42%"
"18.03.2013","1.604,60","1.605,90","1.607,70","1.601,60","0,61K","0,76%"
"15.03.2013","1.592,50","1.590,50","1.594,40","1.590,20","0,01K","0,12%"
"14.03.2013","1.590,60","1.585,70","1.587,90","1.575,70","0,14K","0,14%"
"13.03.2013","1.588,30","1.592,30","1.596,00","1.585,00","0,40K","-0,20%"
"12.03.2013","1.591,50","1.579,80","1.595,60","1.579,80","0,16K","0,87%"
"11.03.2013","1.577,80","1.576,00","1.579,70","1.576,00","1,12K","0,08%"
"08.03.2013","1.576,60","1.578,60","1.581,20","1.561,80","0,07K","0,11%"
"07.03.2013","1.574,80","1.580,00","1.583,50","1.573,90","0,05K","0,01%"
"06.03.2013","1.574,60","1.577,60","1.582,60","1.566,80","0,11K","0,00%"
"05.03.2013","1.574,60","1.577,60","1.585,50","1.571,40","0,07K","0,16%"
"04.03.2013","1.572,10","1.580,80","1.580,80","1.569,70","0,06K","0,01%"
"01.03.2013","1.571,90","1.579,60","1.585,60","1.566,00","0,07K","-0,37%"
"28.02.2013","1.577,70","1.596,00","1.601,60","1.575,10","0,10K","-1,10%"
"27.02.2013","1.595,20","1.612,80","1.612,80","1.591,80","0,70K","-1,24%"
"26.02.2013","1.615,20","1.593,30","1.609,00","1.589,00","0,19K","1,83%"
"25.02.2013","1.586,20","1.579,40","1.596,00","1.577,70","0,12K","0,88%"
"22.02.2013","1.572,40","1.580,00","1.585,40","1.572,30","0,08K","-0,37%"
"21.02.2013","1.578,20","1.568,50","1.581,20","1.554,50","2,02K","0,04%"
"20.02.2013","1.577,60","1.604,70","1.606,90","1.561,80","0,28K","-1,62%"
"19.02.2013","1.603,60","1.610,00","1.617,00","1.599,70","0,27K","-0,32%"
"15.02.2013","1.608,80","1.633,20","1.633,90","1.599,50","0,46K","-1,58%"
"14.02.2013","1.634,70","1.641,10","1.646,90","1.632,70","0,22K","-0,58%"
"13.02.2013","1.644,20","1.652,20","1.652,30","1.640,20","0,24K","-0,27%"
"12.02.2013","1.648,70","1.643,80","1.650,40","1.642,40","0,09K","0,03%"
"11.02.2013","1.648,20","1.666,50","1.668,00","1.643,70","0,87K","-1,07%"
"08.02.2013","1.666,00","1.671,50","1.672,50","1.664,80","0,29K","-0,26%"
"07.02.2013","1.670,40","1.677,00","1.682,10","1.663,10","0,48K","-0,44%"
"06.02.2013","1.677,70","1.672,20","1.678,50","1.668,00","0,38K","0,32%"
"05.02.2013","1.672,40","1.674,20","1.683,40","1.666,50","0,35K","-0,17%"
"04.02.2013","1.675,30","1.668,00","1.676,50","1.661,60","0,45K","0,35%"
"01.02.2013","1.669,40","1.663,90","1.681,20","1.659,90","3,25K","0,53%"
"31.01.2013","1.660,60","1.675,40","1.680,00","1.657,40","6,04K","-1,15%"
"30.01.2013","1.679,90","1.662,40","1.683,20","1.661,80","44,89K","1,16%"
"29.01.2013","1.660,70","1.661,20","1.661,50","1.660,70","0,02K","0,50%"
"28.01.2013","1.652,40","1.651,60","1.655,50","1.651,60","0,08K","-0,24%"
"25.01.2013","1.656,40","1.663,00","1.663,00","1.657,20","0,04K","-0,78%"
"24.01.2013","1.669,50","1.680,80","1.681,70","1.668,00","0,01K","-1,00%"
"23.01.2013","1.686,30","1.691,30","1.693,70","1.685,20","0,03K","-0,38%"
"22.01.2013","1.692,80","1.690,30","1.694,70","1.687,80","0,02K","0,37%"
"18.01.2013","1.686,60","1.687,40","1.692,00","1.687,30","0,01K","-0,22%"
"17.01.2013","1.690,40","1.676,40","1.694,60","1.671,00","0,08K","0,46%"
"16.01.2013","1.682,70","1.674,40","1.680,50","1.674,40","0,01K","-0,04%"
"15.01.2013","1.683,40","1.671,60","1.684,30","1.671,60","0,02K","0,87%"
"14.01.2013","1.668,90","1.665,40","1.673,80","1.664,10","0,01K","0,54%"
"11.01.2013","1.660,00","1.673,10","1.673,10","1.654,20","0,15K","-1,03%"
"10.01.2013","1.677,30","1.672,50","1.673,80","1.672,50","0,01K","1,36%"
"09.01.2013","1.654,80","1.658,60","1.662,10","1.651,20","0,01K","-0,40%"
"08.01.2013","1.661,50","1.647,70","1.659,50","1.647,70","0,02K","0,97%"
"07.01.2013","1.645,50","1.656,50","1.659,90","1.643,80","0,05K","-0,16%"
"04.01.2013","1.648,10","1.647,00","1.658,30","1.625,70","0,20K","-1,53%"
"03.01.2013","1.673,70","1.686,10","1.686,80","1.662,00","0,14K","-0,84%"
"02.01.2013","1.687,90","1.672,80","1.693,80","1.670,00","0,04K","0,78%"
"31.12.2012","1.674,80","1.655,40","1.677,10","1.655,40","0,09K","1,20%"
"28.12.2012","1.654,90","1.664,00","1.664,00","1.653,70","0,20K","-0,46%"
"27.12.2012","1.662,60","1.656,20","1.662,10","1.656,20","0,21K","0,17%"
"26.12.2012","1.659,80","1.654,50","1.666,70","1.654,50","0,07K","0,07%"
"24.12.2012","1.658,60","1.657,70","1.663,80","1.654,90","0,07K","-0,03%"
"21.12.2012","1.659,10","1.648,00","1.656,70","1.635,80","0,08K","0,86%"
"20.12.2012","1.644,90","1.667,90","1.671,00","1.637,60","0,16K","-1,30%"
"19.12.2012","1.666,50","1.675,30","1.676,00","1.664,60","0,08K","-0,18%"
"18.12.2012","1.669,50","1.701,40","1.702,80","1.661,00","0,50K","-1,62%"
"17.12.2012","1.697,00","1.690,50","1.698,50","1.689,50","0,07K","0,07%"
"14.12.2012","1.695,80","1.698,30","1.699,20","1.694,40","0,07K","0,01%"
"13.12.2012","1.695,60","1.707,20","1.707,20","1.689,90","0,24K","-1,22%"
"12.12.2012","1.716,60","1.710,10","1.722,30","1.708,00","0,20K","0,49%"
"11.12.2012","1.708,20","1.710,00","1.714,10","1.705,90","0,09K","-0,28%"
"10.12.2012","1.713,00","1.704,20","1.717,00","1.704,20","0,09K","0,53%"
"07.12.2012","1.704,00","1.701,20","1.704,50","1.684,00","0,17K","0,22%"
"06.12.2012","1.700,30","1.694,30","1.702,10","1.686,40","0,53K","0,47%"
"05.12.2012","1.692,40","1.697,10","1.706,00","1.685,00","1,26K","-0,12%"
"04.12.2012","1.694,40","1.716,30","1.716,80","1.691,60","1,43K","-1,47%"
"03.12.2012","1.719,60","1.714,90","1.721,90","1.714,50","1,24K","0,51%"
"30.11.2012","1.710,90","1.725,20","1.731,20","1.708,40","3,69K","-0,94%"
"29.11.2012","1.727,20","1.719,60","1.729,00","1.717,70","65,60K","0,62%"
"28.11.2012","1.716,50","1.739,80","1.739,80","1.716,30","0,01K","-1,48%"
"27.11.2012","1.742,20","1.746,40","1.746,40","1.745,20","0,01K","-0,42%"
"26.11.2012","1.749,50","1.750,30","1.750,50","1.749,40","0,02K","-0,10%"
"23.11.2012","1.751,30","1.735,00","1.735,00","1.735,00","0,01K","1,35%"
"21.11.2012","1.727,90","1.725,80","1.725,80","1.725,80","0,02K","0,27%"
"20.11.2012","1.723,20","1.730,60","1.731,10","1.722,50","0,02K","-0,62%"
"19.11.2012","1.734,00","1.721,80","1.731,00","1.721,80","0,00K","1,15%"
"16.11.2012","1.714,30","1.710,00","1.713,80","1.706,90","0,02K","0,06%"
"15.11.2012","1.713,30","1.724,90","1.724,90","1.706,30","0,01K","-0,94%"
"14.11.2012","1.729,50","1.722,00","1.727,70","1.722,00","0,01K","0,31%"
"13.11.2012","1.724,20","1.721,60","1.728,20","1.718,50","0,01K","-0,35%"
"12.11.2012","1.730,30","1.733,20","1.734,90","1.733,20","0,01K","0,00%"
"09.11.2012","1.730,30","1.733,70","1.734,10","1.727,60","0,01K","0,28%"
"08.11.2012","1.725,40","1.715,90","1.729,60","1.714,20","0,03K","0,71%"
"07.11.2012","1.713,20","1.707,70","1.726,50","1.703,70","0,04K","-0,05%"
"06.11.2012","1.714,10","1.690,10","1.718,00","1.690,10","0,05K","1,90%"
"05.11.2012","1.682,20","1.682,80","1.683,10","1.674,30","0,01K","0,48%"
"02.11.2012","1.674,10","1.711,30","1.711,30","1.674,30","0,05K","-2,33%"
"01.11.2012","1.714,10","1.722,30","1.725,10","1.714,90","0,02K","-0,20%"
"31.10.2012","1.717,50","1.714,40","1.724,50","1.714,40","0,06K","0,41%"
"30.10.2012","1.710,50","1.709,10","1.714,40","1.709,00","0,37K","0,16%"
"29.10.2012","1.707,70","1.712,00","1.712,00","1.707,00","0,01K","-0,19%"
"26.10.2012","1.710,90","1.706,10","1.716,20","1.706,10","0,08K","-0,06%"
"25.10.2012","1.712,00","1.711,70","1.716,70","1.711,70","0,03K","0,68%"
"24.10.2012","1.700,50","1.708,40","1.708,50","1.698,60","0,03K","-0,46%"
"23.10.2012","1.708,30","1.726,60","1.728,50","1.708,40","0,08K","-0,97%"
"22.10.2012","1.725,10","1.715,00","1.728,30","1.715,00","0,01K","0,13%"
"19.10.2012","1.722,80","1.741,10","1.741,10","1.721,00","0,07K","-1,18%"
"18.10.2012","1.743,30","1.749,10","1.749,10","1.740,50","0,03K","-0,47%"
"17.10.2012","1.751,50","1.749,40","1.750,70","1.746,00","0,04K","0,39%"
"16.10.2012","1.744,70","1.736,70","1.744,40","1.736,60","0,02K","0,50%"
"15.10.2012","1.736,00","1.750,00","1.750,00","1.729,90","0,11K","-1,25%"
"12.10.2012","1.758,00","1.769,50","1.769,50","1.753,60","0,08K","-0,61%"
"11.10.2012","1.768,80","1.761,60","1.771,00","1.761,60","0,03K","0,32%"
"10.10.2012","1.763,20","1.762,40","1.764,20","1.758,10","0,03K","0,01%"
"09.10.2012","1.763,00","1.776,70","1.776,70","1.762,30","0,02K","-0,59%"
"08.10.2012","1.773,50","1.778,00","1.778,00","1.766,80","0,03K","-0,29%"
"05.10.2012","1.778,60","1.792,20","1.792,20","1.776,60","0,26K","-0,86%"
"04.10.2012","1.794,10","1.783,50","1.794,80","1.783,50","0,20K","0,95%"
"03.10.2012","1.777,30","1.772,20","1.779,90","1.771,90","0,13K","0,26%"
"02.10.2012","1.772,70","1.777,90","1.779,30","1.773,10","0,09K","-0,44%"
"01.10.2012","1.780,50","1.766,00","1.791,00","1.763,30","0,82K","0,53%"
"28.09.2012","1.771,10","1.776,80","1.782,20","1.767,50","2,84K","-0,37%"
"27.09.2012","1.777,60","1.752,60","1.780,20","1.750,70","6,99K","1,54%"
"26.09.2012","1.750,60","1.762,80","1.764,20","1.737,60","0,01K","-0,75%"
"25.09.2012","1.763,80","1.772,60","1.772,70","1.772,60","0,01K","0,10%"
"24.09.2012","1.762,10","1.762,10","1.762,10","1.762,10","0,00K","-0,75%"
"21.09.2012","1.775,50","1.785,30","1.785,30","1.772,30","0,01K","0,44%"
"20.09.2012","1.767,70","1.769,10","1.771,30","1.759,70","0,02K","-0,07%"
"19.09.2012","1.769,00","1.776,00","1.778,50","1.768,00","0,03K","0,03%"
"18.09.2012","1.768,40","1.766,30","1.766,40","1.766,30","0,01K","0,04%"
"17.09.2012","1.767,70","1.774,80","1.774,80","1.753,80","0,05K","-0,12%"
"14.09.2012","1.769,80","1.771,00","1.774,50","1.766,00","0,03K","0,04%"
"13.09.2012","1.769,10","1.728,70","1.767,50","1.728,70","0,03K","2,22%"
"12.09.2012","1.730,60","1.742,20","1.742,30","1.730,50","0,02K","-0,07%"
"11.09.2012","1.731,80","1.736,00","1.736,00","1.735,80","0,00K","0,18%"
"10.09.2012","1.728,70","1.733,10","1.733,50","1.727,20","0,01K","-0,51%"
"07.09.2012","1.737,50","1.696,70","1.738,20","1.696,70","0,11K","2,05%"
"06.09.2012","1.702,60","1.696,40","1.712,40","1.696,40","0,04K","0,70%"
"05.09.2012","1.690,80","1.690,40","1.693,30","1.690,40","0,08K","-0,12%"
"04.09.2012","1.692,90","1.689,10","1.698,00","1.687,70","0,04K","0,49%"
"31.08.2012","1.684,60","1.658,60","1.690,00","1.646,20","0,06K","1,88%"
"30.08.2012","1.653,50","1.655,40","1.662,00","1.650,70","0,42K","-0,38%"
"29.08.2012","1.659,80","1.667,20","1.667,30","1.665,20","0,04K","-0,40%"
"28.08.2012","1.666,50","1.659,90","1.671,00","1.659,20","0,05K","-0,35%"
"27.08.2012","1.672,40","1.674,90","1.675,40","1.663,90","0,04K","0,16%"
"24.08.2012","1.669,80","1.665,80","1.669,60","1.662,20","0,02K","0,01%"
"23.08.2012","1.669,60","1.659,90","1.672,70","1.658,00","0,14K","1,97%"
"22.08.2012","1.637,40","1.638,40","1.653,10","1.635,00","0,04K","-0,15%"
"21.08.2012","1.639,90","1.620,00","1.639,00","1.620,00","0,26K","1,22%"
"20.08.2012","1.620,10","1.614,00","1.621,40","1.611,60","0,07K","0,24%"
"17.08.2012","1.616,30","1.617,80","1.617,80","1.611,40","0,25K","0,01%"
"16.08.2012","1.616,10","1.600,20","1.615,70","1.600,20","0,20K","0,77%"
"15.08.2012","1.603,70","1.593,80","1.604,60","1.592,00","0,28K","0,27%"
"14.08.2012","1.599,40","1.612,80","1.615,60","1.591,20","0,91K","-0,63%"
"13.08.2012","1.609,60","1.622,00","1.623,70","1.607,30","0,40K","-0,62%"
"10.08.2012","1.619,70","1.615,80","1.624,10","1.605,00","1,22K","0,16%"
"09.08.2012","1.617,10","1.612,80","1.617,10","1.610,10","0,43K","0,26%"
"08.08.2012","1.612,90","1.610,20","1.614,80","1.603,00","0,34K","0,20%"
"07.08.2012","1.609,70","1.610,80","1.615,70","1.609,00","0,45K","-0,20%"
"06.08.2012","1.612,90","1.604,70","1.614,10","1.603,20","0,66K","0,43%"
"03.08.2012","1.606,00","1.589,30","1.605,70","1.585,10","0,68K","1,17%"
"02.08.2012","1.587,40","1.600,00","1.615,00","1.583,10","0,93K","-1,02%"
"01.08.2012","1.603,70","1.613,40","1.617,60","1.592,00","3,53K","-0,42%"
"31.07.2012","1.610,50","1.621,10","1.627,50","1.610,00","6,28K","-0,57%"
"30.07.2012","1.619,70","1.622,90","1.625,80","1.613,10","52,89K","0,11%"
"27.07.2012","1.617,90","1.613,40","1.613,40","1.613,40","0,06K","0,18%"
"26.07.2012","1.615,00","1.614,90","1.614,90","1.614,10","0,01K","0,44%"
"25.07.2012","1.608,00","1.583,70","1.603,90","1.583,30","0,01K","2,03%"
"24.07.2012","1.576,00","1.574,00","1.581,90","1.574,00","0,01K","-0,07%"
"23.07.2012","1.577,10","1.571,70","1.572,00","1.569,80","0,00K","-0,34%"
"20.07.2012","1.582,50","1.583,90","1.584,40","1.576,10","0,01K","0,15%"
"19.07.2012","1.580,10","1.580,00","1.586,90","1.578,40","0,06K","0,62%"
"18.07.2012","1.570,40","1.581,20","1.583,70","1.569,90","0,03K","-1,18%"
"17.07.2012","1.589,10","1.596,00","1.596,00","1.576,30","0,03K","-0,13%"
"16.07.2012","1.591,20","1.586,20","1.589,70","1.585,80","0,01K","-0,03%"
"13.07.2012","1.591,60","1.567,80","1.594,10","1.567,80","0,03K","1,71%"
"12.07.2012","1.564,90","1.569,30","1.574,70","1.557,20","0,04K","-0,65%"
"11.07.2012","1.575,20","1.577,40","1.579,50","1.575,30","0,01K","-0,26%"
"10.07.2012","1.579,30","1.599,20","1.599,80","1.567,60","0,01K","-0,59%"
"09.07.2012","1.588,60","1.582,10","1.582,10","1.580,90","0,01K","0,65%"
"06.07.2012","1.578,40","1.592,30","1.593,80","1.587,00","0,02K","-1,90%"
"05.07.2012","1.608,90","1.618,50","1.619,20","1.598,00","0,03K","-0,76%"
"03.07.2012","1.621,30","1.603,80","1.624,00","1.603,80","0,04K","1,51%"
"02.07.2012","1.597,20","1.597,10","1.598,30","1.589,70","0,04K","-0,39%"
"29.06.2012","1.603,50","1.562,60","1.600,40","1.561,90","0,06K","3,47%"
"28.06.2012","1.549,70","1.573,70","1.573,70","1.548,40","0,13K","-1,76%"
"27.06.2012","1.577,50","1.567,00","1.571,60","1.563,00","0,05K","0,22%"
"26.06.2012","1.574,00","1.583,50","1.583,50","1.567,70","0,10K","-0,85%"
"25.06.2012","1.587,50","1.574,90","1.587,30","1.571,00","0,03K","1,37%"
"22.06.2012","1.566,00","1.565,50","1.569,30","1.560,00","0,02K","0,10%"
"21.06.2012","1.564,50","1.603,20","1.603,30","1.565,50","0,03K","-3,11%"
"20.06.2012","1.614,80","1.618,30","1.618,30","1.598,60","0,14K","-0,46%"
"19.06.2012","1.622,20","1.629,80","1.630,70","1.622,00","0,03K","-0,22%"
"18.06.2012","1.625,70","1.622,60","1.627,60","1.615,00","0,25K","-0,08%"
"15.06.2012","1.627,00","1.624,30","1.630,00","1.621,50","1,02K","0,53%"
"14.06.2012","1.618,40","1.621,20","1.626,40","1.610,10","0,49K","0,02%"
"13.06.2012","1.618,10","1.608,20","1.622,40","1.608,20","0,66K","0,33%"
"12.06.2012","1.612,70","1.594,10","1.612,80","1.588,50","0,52K","1,08%"
"11.06.2012","1.595,50","1.608,00","1.608,00","1.583,00","0,13K","0,34%"
"08.06.2012","1.590,10","1.589,90","1.593,90","1.566,50","0,16K","0,22%"
"07.06.2012","1.586,60","1.622,60","1.627,20","1.581,90","1,20K","-2,83%"
"06.06.2012","1.632,80","1.619,70","1.639,70","1.616,50","0,42K","1,09%"
"05.06.2012","1.615,20","1.619,30","1.622,70","1.612,90","0,60K","0,19%"
"04.06.2012","1.612,20","1.623,00","1.627,90","1.609,00","2,13K","-0,51%"
"01.06.2012","1.620,50","1.560,00","1.630,00","1.545,50","2,82K","3,71%"
"31.05.2012","1.562,60","1.562,70","1.572,60","1.551,80","5,90K","-0,05%"
"30.05.2012","1.563,40","1.553,90","1.569,00","1.530,40","79,89K","0,96%"
"29.05.2012","1.548,60","1.574,70","1.582,50","1.574,70","0,01K","-1,29%"
"25.05.2012","1.568,80","1.558,20","1.568,00","1.557,30","0,01K","0,74%"
"24.05.2012","1.557,30","1.559,00","1.569,40","1.551,50","0,02K","0,59%"
"23.05.2012","1.548,10","1.538,20","1.538,20","1.534,40","0,01K","-1,79%"
"22.05.2012","1.576,30","1.575,70","1.591,10","1.568,40","0,03K","-0,76%"
"21.05.2012","1.588,40","1.591,90","1.594,10","1.591,90","0,03K","-0,20%"
"18.05.2012","1.591,60","1.573,70","1.590,80","1.568,20","0,03K","1,09%"
"17.05.2012","1.574,50","1.546,90","1.579,00","1.546,90","0,05K","2,49%"
"16.05.2012","1.536,20","1.541,40","1.541,40","1.528,50","0,03K","-1,32%"
